number	book	chapter	verse	trchapter	trverse	trtext
14311	16	1	15	1	15	Alas for the day! For the Day of the LORD is near, and it will come like destruction from the Almighty.
14312	16	1	16	1	16	Has not the food been cut off before our very eyes—joy and gladness from the house of our God?
14313	16	1	17	1	17	The seeds lie shriveled beneath the clods; the storehouses are in ruins; the granaries are broken down, for the grain has withered away.
14314	16	1	18	1	18	How the cattle groan! The herds wander in confusion because they have no pasture. Even the flocks of sheep are suffering.
14315	16	1	19	1	19	To You, O LORD, I call, for fire has consumed the open pastures and flames have scorched all the trees of the field.
14316	16	1	20	1	20	Even the beasts of the field pant for You, for the streams of water have dried up, and fire has consumed the open pastures.
14317	16	2	1	2	1	Blow the ram’s horn in Zion; sound the alarm on My holy mountain! Let all who dwell in the land tremble, for the Day of the LORD is coming; indeed, it is near—
14318	16	2	2	2	2	a day of darkness and gloom, a day of clouds and blackness. Like the dawn overspreading the mountains a great and strong army appears, such as never was of old, nor will ever be in ages to come.
14319	16	2	3	2	3	Before them a fire devours, and behind them a flame scorches. The land before them is like the Garden of Eden, but behind them, it is like a desert wasteland—surely nothing will escape them.
14320	16	2	4	2	4	Their appearance is like that of horses, and they gallop like swift steeds.
14321	16	2	5	2	5	With a sound like that of chariots they bound over the mountaintops, like the crackling of fire consuming stubble, like a mighty army deployed for battle.
14322	16	2	6	2	6	Nations writhe in horror before them; every face turns pale.
14323	16	2	7	2	7	They charge like mighty men; they scale the walls like men of war. Each one marches in formation, not swerving from the course.
14324	16	2	8	2	8	They do not jostle one another; each proceeds in his path. They burst through the defenses, never breaking ranks.
14325	16	2	9	2	9	They storm the city; they run along the wall; they climb into houses, entering through windows like thieves.
14326	16	2	10	2	10	Before them the earth quakes; the heavens tremble. The sun and moon grow dark, and the stars lose their brightness.
14327	16	2	11	2	11	The LORD raises His voice in the presence of His army. Indeed, His camp is very large, for mighty are those who obey His command. For the Day of the LORD is great and very dreadful. Who can endure it?
14328	16	2	12	2	12	“Yet even now,” declares the LORD, “return to Me with all your heart, with fasting, weeping, and mourning.”
14329	16	2	13	2	13	So rend your hearts and not your garments, and return to the LORD your God. For He is gracious and compassionate, slow to anger, abounding in loving devotion. And He relents from sending disaster.
14330	16	2	14	2	14	Who knows? He may turn and relent and leave a blessing behind Him—grain and drink offerings for the LORD your God.
14331	16	2	15	2	15	Blow the ram’s horn in Zion, consecrate a fast, proclaim a sacred assembly.
14332	16	2	16	2	16	Gather the people, sanctify the congregation, assemble the aged, gather the children, even those nursing at the breast. Let the bridegroom leave his room, and the bride her chamber.
14333	16	2	17	2	17	Let the priests who minister before the LORD weep between the portico and the altar, saying, “Spare Your people, O LORD, and do not make Your heritage a reproach, an object of scorn among the nations. Why should they say among the peoples, ‘Where is their God?’”
14334	16	2	18	2	18	Then the LORD became jealous for His land, and He spared His people.
14335	16	2	19	2	19	And the LORD answered His people: “Behold, I will send you grain, new wine, and oil, and by them you will be satisfied. I will never again make you a reproach among the nations.
14336	16	2	20	2	20	The northern army I will drive away from you, banishing it to a barren and desolate land, its front ranks into the Eastern Sea, and its rear guard into the Western Sea. And its stench will rise; its foul odor will ascend. For He has done great things.
14337	16	2	21	2	21	Do not be afraid, O land; rejoice and be glad, for the LORD has done great things.
14338	16	2	22	2	22	Do not be afraid, O beasts of the field, for the open pastures have turned green, the trees bear their fruit, and the fig tree and vine yield their best.
14339	16	2	23	2	23	Be glad, O children of Zion, and rejoice in the LORD your God, for He has given you the autumn rains for your vindication. He sends you showers, both autumn and spring rains, as before.
14340	16	2	24	2	24	The threshing floors will be full of grain, and the vats will overflow with new wine and oil.
14341	16	2	25	2	25	I will repay you for the years eaten by locusts—the swarming locust, the young locust, the destroying locust, and the devouring locust—My great army that I sent against you.
14342	16	2	26	2	26	You will have plenty to eat, until you are satisfied. You will praise the name of the LORD your God, who has worked wonders for you. My people will never again be put to shame.
14343	16	2	27	2	27	Then you will know that I am present in Israel and that I am the LORD your God, and there is no other. My people will never again be put to shame.
14344	16	3	1	2	28	And afterward, I will pour out My Spirit on all people. Your sons and daughters will prophesy, your old men will dream dreams, your young men will see visions.
14345	16	3	2	2	29	Even on My menservants and maidservants, I will pour out My Spirit in those days.
14346	16	3	3	2	30	I will show wonders in the heavens and on the earth, blood and fire and columns of smoke.
14347	16	3	4	2	31	The sun will be turned to darkness and the moon to blood before the coming of the great and awesome Day of the LORD.
14348	16	3	5	2	32	And everyone who calls on the name of the LORD will be saved; for on Mount Zion and in Jerusalem there will be deliverance, as the LORD has promised, among the remnant called by the LORD.”
14349	16	4	1	3	1	“Yes, in those days and at that time, when I restore Judah and Jerusalem from captivity,
14350	16	4	2	3	2	I will gather all the nations and bring them down to the Valley of Jehoshaphat. There I will enter into judgment against them concerning My people, My inheritance, Israel, whom they have scattered among the nations as they divided up My land.
14351	16	4	3	3	3	They cast lots for My people; they bartered a boy for a prostitute and sold a girl for wine to drink.
14352	16	4	4	3	4	Now what do you have against Me, O Tyre, Sidon, and all the regions of Philistia? Are you rendering against Me a recompense? If you retaliate against Me, I will swiftly and speedily return your recompense upon your heads.
14353	16	4	5	3	5	For you took My silver and gold and carried off My finest treasures to your temples.
14354	16	4	6	3	6	You sold the people of Judah and Jerusalem to the Greeks, to send them far from their homeland.
14355	16	4	7	3	7	Behold, I will rouse them from the places to which you sold them; I will return your recompense upon your heads.
14356	16	4	8	3	8	I will sell your sons and daughters into the hands of the people of Judah, and they will sell them to the Sabeans—to a distant nation.” Indeed, the LORD has spoken.
14357	16	4	9	3	9	Proclaim this among the nations: “Prepare for war; rouse the mighty men; let all the men of war advance and attack!
14358	16	4	10	3	10	Beat your plowshares into swords and your pruning hooks into spears. Let the weak say, ‘I am strong!’
14359	16	4	11	3	11	Come quickly, all you surrounding nations, and gather yourselves. Bring down Your mighty ones, O LORD.
14360	16	4	12	3	12	Let the nations be roused and advance to the Valley of Jehoshaphat, for there I will sit down to judge all the nations on every side.
14361	16	4	13	3	13	Swing the sickle, for the harvest is ripe. Come, trample the grapes, for the winepress is full; the wine vats overflow because their wickedness is great.
14362	16	4	14	3	14	Multitudes, multitudes in the valley of decision! For the Day of the LORD is near in the valley of decision.
14363	16	4	15	3	15	The sun and moon will grow dark, and the stars will no longer shine.
14364	16	4	16	3	16	The LORD will roar from Zion and raise His voice from Jerusalem; heaven and earth will tremble. But the LORD will be a refuge for His people, a stronghold for the people of Israel.
14365	16	4	17	3	17	Then you will know that I am the LORD your God, who dwells in Zion, My holy mountain. Jerusalem will be holy, never again to be overrun by foreigners.
